name	latitude	longitude
Altadush	54.93380	-7.96703
Altaghaderry	54.98995	-7.41219
Altagowlan	54.11324	-8.15441
Altahalla	55.24247	-7.40622
Altakeeran	54.11678	-7.89644
Altamira	52.27752	-8.79181
Altamont	52.73613	-6.72028
Altan	55.04196	-8.07823
Altanelvick	54.20667	-8.65302
Altans	54.24124	-8.84506
Altar	51.51973	-9.63806
Altartate Glebe	54.18143	-7.21733
Altashane	55.24877	-7.34751
Altaskin	54.93096	-7.47282
Altateskin	54.15157	-7.79509
Altatraght	54.82922	-8.02431
Altavilla	52.97115	-7.56781
Altavilla	52.56069	-8.98779
Altavra	54.21450	-8.11886
Altbaun	53.86769	-9.05076
Altbeagh	53.97014	-7.19590
Altbrean	54.17071	-7.78106
Altclogh	54.70742	-8.64655
Altcor	54.69506	-8.29032
Altcrock	54.14685	-7.80612
Altderg	54.23181	-9.48843
Alteen	54.20416	-7.76241
Alteen	54.19816	-8.07065
Alteenacres Glebe	54.19405	-8.05844
Alternan Park	54.27075	-8.90150
Altidore Demesne	53.10735	-6.14658
Altilow	54.70547	-8.09956
Altinierin	54.91815	-7.96447
Altinure	54.15901	-7.76771
Altiquin	54.12413	-8.11688
Altlahan	54.87468	-7.96421
Alt Lower	54.77033	-7.58890
Altmush	53.83306	-6.80002
Altnabrocky	54.06456	-9.62054
Altnadarragh	54.16047	-7.81248
Altnagapple	54.73149	-8.38653
Altnapaste	54.79692	-7.92543
Altnapaste	54.81360	-7.88936
Altnasheen	54.18134	-7.93388
Altoghil	54.09791	-8.10346
Altore	53.69864	-8.68193
Alts	53.97764	-6.79761
Altshallan	54.17059	-7.91999
Alt Upper	54.75706	-7.60742
Altvelid	54.20091	-8.35652
Alva	52.72679	-9.41353
Amberhill	52.22536	-7.26500
Ambrosetown	52.24987	-6.66890
America	53.32037	-8.07048
Amogan Beg	52.53142	-8.89962
Amogan More	52.51764	-8.89119
Amorset	54.31213	-8.19277
Anablaha	52.12685	-9.38762
Anaglog	53.81585	-6.52840
Anaharlick	51.78360	-9.02129
Anascaul	52.15108	-10.05675
Anatrim	52.98050	-7.56188
Anaverna	54.06642	-6.33151
Anbally	53.41992	-8.89743
Andresna	54.04342	-8.28532
Anglesborough	52.33716	-8.26968
Anglesborough	52.34030	-8.28954
Angliham	53.32192	-9.05935
Anglode	52.60946	-8.52099
Anglont	52.10167	-9.75457
Anglore	52.24245	-9.44816
Angram	51.64300	-9.29221
Anhid East	52.50203	-8.71331
Anhid West	52.50055	-8.72628
Ankail	51.83250	-9.84489
Ankers Bower	53.41944	-7.92862
Anna Beg	52.20299	-9.47751
Annabella	52.14015	-8.66752
Annacarney	53.09079	-6.52564
Annacarriga	51.75885	-8.34964
Annacarty	52.56442	-8.11039
Annacatty	54.30682	-6.86427
Annacloghan	54.05586	-8.10036
Annacotty	52.66805	-8.53768
Annacramph	54.25879	-6.88539
Annacrivey	53.19172	-6.22225
Annacroff	53.96981	-6.67632
Annadale	52.09564	-9.76566
Annadrumman	54.09429	-6.69875
Annaduff	53.92259	-7.98946
Annaduff Glebe	53.92637	-7.97742
Annafarney	54.01139	-6.95452
Annagally	54.30855	-7.03865
Annagannihy	52.01710	-8.88326
Annagap	52.15892	-10.06773
Annagar	52.71482	-7.06835
Annagary	55.00603	-8.31970
Annagary	55.02198	-8.32028
Annagassan	53.88262	-6.34349
Annagelliff	53.98758	-7.34099
Annagerril	54.00548	-6.62268
Annagh	53.91319	-6.81541
Annagh	52.89929	-8.65010
Annagh	55.27440	-7.41547
Annagh	53.41762	-8.82646
Annagh	53.38594	-8.45756
Annagh	53.07965	-8.77475
Annagh	52.23339	-9.77017
Annagh	52.17268	-9.71163
Annagh	52.99157	-7.58311
Annagh	54.21251	-8.19680
Annagh	52.67630	-8.45502
Annagh	52.41412	-8.30497
Annagh	53.54630	-7.83795
Annagh	53.87768	-7.66920
Annagh	53.91977	-6.64592
Annagh	54.23723	-10.08907
Annagh	53.60960	-9.29281
Annagh	53.78424	-8.78344
Annagh	53.83163	-9.36441
Annagh	53.42711	-7.02678
Annagh	53.71632	-7.22523
Annagh	54.35111	-6.95584
Annagh	53.72229	-8.50878
Annagh	54.09890	-8.36893
Annagh	53.91646	-8.46724
Annagh	54.05748	-8.83103
Annagh	54.05815	-8.82000
Annagh	53.12898	-7.99516
Annagh	53.44905	-7.86046
Annagh	52.56874	-6.29122
Annaghaderg	54.01905	-7.91443
Annaghanerrig	53.11408	-7.95534
Annaghanmoney	53.97007	-6.62842
Annaghard	54.04692	-7.05391
Annagharnet	53.87275	-7.05517
Annagharvey	53.25559	-7.39496
Annaghaskin	53.21081	-6.17364
Annaghasna	53.97942	-7.95978
Annaghbeg	53.37401	-8.27012
Annaghbeg	52.11452	-9.34516
Annaghbeg	53.66016	-7.90788
Annaghbeg	54.33430	-6.89448
Annaghbeg	53.78937	-8.14346
Annaghbeg	53.98228	-8.07969
Annaghbeg	53.92783	-8.48956
Annaghbeg	52.91129	-8.25738
Annagh Beg	51.79367	-8.60907
Annagh Beg	52.01655	-9.31915
Annagh Beg	54.23519	-9.36215
Annagh Beg	54.17316	-8.54672
Annagh Bogs	52.29770	-8.75275
Annaghboy	54.24854	-8.18927
Annaghbrack	54.20451	-7.06660
Annaghbrack Glebe	53.18216	-7.57102
Annaghbradican	53.98025	-7.98576
Annaghbride	53.18931	-8.47167
Annaghcallow	53.21941	-8.20996
Annaghcarthy	54.12492	-8.32591
Annagh Central	52.73852	-6.35192
Annaghcooleen	53.80006	-7.86806
Annaghcor	54.08437	-8.36950
Annaghcorrib	53.25817	-8.10424
Annaghdaniel	53.87430	-7.64724
Annaghderg Lower	53.98486	-7.85276
Annaghderg Upper	53.98769	-7.84475
Annaghdown	53.39428	-9.07513
Annaghdown	53.38813	-9.07104
Annaghduff	54.05475	-7.33519
Annagheane	54.11194	-7.29158
Annaghearly	53.98855	-7.98966
Annagh East	53.40621	-9.04432
Annaghervy	54.23982	-7.05349
Annaghfin	52.51124	-6.49250
Annaghgap	52.75078	-6.36658
Annaghgerry	54.16347	-8.11210
Annaghgortagh	53.43847	-7.86917
Annaghgowan	54.05614	-8.29753
Annaghhill	52.74456	-6.37651
Annagh Hill	53.40339	-8.82339
Annagh Hill	53.86479	-9.01607
Annaghierin	53.98201	-6.94501
Annaghilymore	52.09368	-9.35323
Annagh Island	53.98317	-9.86719
Annaghkeelaun	53.42563	-9.27993
Annaghkeen	53.44746	-9.19039
Annaghkeenty	53.99704	-7.96675
Annaghkilly	54.17435	-7.18924
Annaghlee	54.05932	-7.10038
Annagh Long	52.74721	-6.35097
Annagh Lower	54.17045	-8.04372
Annagh Lower	52.73365	-6.34018
Annaghloy	54.05121	-8.31060
Annaghmaconway	53.94222	-7.81023
Annaghmacullen	53.95053	-7.77939
Annaghmaghera	53.79976	-8.54753
Annaghmagurthan	53.97435	-8.13819
Annaghmartin	54.22823	-7.11489
Annagh Middle	52.72934	-6.36203
Annaghminnan	53.95141	-6.61357
Annaghmona	53.97031	-8.14729
Annaghmore	53.88834	-7.79282
Annaghmore	53.89459	-7.78921
Annaghmore	53.65270	-7.91084
Annaghmore	53.19283	-7.54947
Annaghmore	53.26702	-7.95675
Annaghmore	53.79743	-8.15385
Annaghmore	53.97661	-8.58739
Annagh More	51.79344	-8.63217
Annagh More	52.00777	-9.31059
Annagh More	54.24290	-9.36547
Annagh More	54.15856	-8.52991
Annagh More	52.72549	-6.34523
Annaghmore And Annaghbeg	53.13054	-7.73389
Annaghmore East	53.51068	-8.55145
Annaghmore West	53.51092	-8.58462
Annaghnamaddoo	53.97412	-7.97206
Annaghneal	52.88545	-8.67687
Annagh North	52.30029	-8.73389
Annaghoash	54.07092	-7.30789
Annaghoney	53.87176	-7.77588
Annaghraw	54.12768	-7.31228
Annaghs	52.37755	-6.97711
Annaghselherny	53.98547	-7.97361
Annagh South	52.29099	-8.72958
Annagh Upper	54.18554	-8.03187
Annagh Upper	52.73610	-6.37203
Annaghvaan	53.31535	-9.64599
Annaghvacky	54.03542	-6.54676
Annagh West	53.40242	-9.05690
Annaghwood	53.46214	-9.34374
Annaghybane	54.12735	-7.06450
Annaghyduff	54.12851	-7.07907
Annagleve	54.09184	-6.76754
Annaglogh	54.18487	-6.76738
Annagloor	52.06862	-9.11440
Annagola	54.29360	-6.85987
Annagolan	53.02742	-6.19435
Annagor	53.67311	-6.36625
Annagose	54.17270	-7.11210
Annahagh	54.25132	-6.95423
Annahagh North	54.25945	-7.13679
Annahagh South	54.23447	-7.13474
Annahaia	54.01334	-6.71858
Annahaia	54.08912	-6.86175
Annahaia	54.08690	-6.86412
Annahalabog	51.87971	-8.97393
Annahala East	51.88353	-8.98593
Annahala West	51.87907	-9.00536
Annahale	54.10852	-6.72471
Annahean	53.92291	-6.66124
Annaholty	52.72917	-8.45585
Annahuby	54.20049	-6.87986
Anna Island	55.02386	-8.42460
Annakisha	52.17396	-8.57671
Annakisha North	52.18579	-8.58389
Annakisha South	52.17830	-8.56533
Annalecka	53.86817	-9.28291
Annaleck Lower	52.59048	-7.03702
Annaleck Upper	52.58181	-7.03229
Annalecky	53.03583	-6.64309
Annalittin	54.08801	-6.70585
Annalough	53.03271	-6.78674
Annaloughan	54.01217	-6.27557
Annamacneill	54.16420	-6.92893
Annamakiff	54.18282	-7.16410
Annamarran	53.93711	-6.66552
Annamoe	53.15044	-7.24162
Annamoe	53.03152	-6.25423
Anna More	52.20122	-9.46354
Annamult	52.55776	-7.20569
Annaneese	54.11974	-6.91528
Annareagh North	54.30854	-6.87187
Annareagh South	54.29001	-6.86869
Annaroe	54.21356	-6.91946
Annaseeragh	54.23067	-6.83758
Annaskinnan	53.49173	-7.12217
Annaslee	55.10074	-7.39116
Annaveagh	54.12906	-7.27479
Annayalla	54.16641	-6.79566
Annayalla	54.16608	-6.79678
Annees	51.73324	-9.23302
Annefield	51.71386	-8.43418
Annefield	52.40500	-6.94860
Annefield	53.62043	-9.07540
Annefield	52.40093	-6.94700
Annesgift	52.49224	-7.73085
Annesgrove	52.19429	-8.47758
Annestown	52.14280	-7.27815
Annestown	52.14059	-7.27193
Anneville	52.95664	-9.07334
Anneville	52.88411	-6.95172
Anneville	53.46037	-7.00562
Anneville	53.47305	-7.34266
Annfield	53.37399	-6.40730
Annfield	52.62176	-7.14825
Annfield	52.71389	-7.94232
Anngrove	51.91776	-8.28431
Annies	54.04113	-6.40737
Annies	53.70336	-9.21266
Annies	54.14252	-7.25738
Annistown	51.94297	-8.03915
Annsbrook	53.52455	-6.23383
Anny	54.10685	-6.98324
Annyalty	54.25239	-7.05516
Annyart	54.13038	-6.72496
Annyeeb	54.24276	-7.08190
Annyerk	54.25095	-7.06239
Anny Far And Near	55.15241	-7.57286
Anrittabeg	53.66959	-8.05039
Anskert	53.87602	-7.78614
Anster	52.89113	-7.44901
Antfield	53.90415	-7.95158
Antylstown	53.68625	-6.66543
Anveyerg	54.08627	-6.93616
Aphort	54.97983	-8.54785
Applefort	52.79962	-8.81109
Appletown	52.38297	-8.98326
Applevale	52.93072	-9.11887
Ara	53.85480	-9.11221
Arabela	52.24809	-9.59704
Araghty	53.55768	-8.27254
Araglin	52.20716	-8.10662
Aran Island	54.99918	-8.52998
Arbatt	54.88449	-7.98317
Arbourhill	52.53226	-7.74105
Arbourhill	53.10730	-7.97073
Archdeaconry Glebe	53.73608	-6.88277
Archersgrove	52.64089	-7.22936
Archersleas	52.63559	-7.27069
Archersrath	52.65912	-7.21792
Archerstown	52.81456	-7.40509
Archerstown	53.50718	-6.38232
Archerstown	52.66471	-7.78189
Archerstown	53.65358	-7.10969
Archerstown	53.65608	-7.10427
Archerstreet Lot	52.64338	-7.24644
Arch Hall	53.72193	-6.73455
Arclintagh	54.18562	-6.84885
Ard	53.43081	-9.24463
Ard	53.21323	-7.34160
Ardabaun	52.15427	-9.77656
Ardabrone	54.25575	-8.69895
Ardacarha	53.91597	-9.07934
Ardachrin	54.93919	-8.03029
Ardacluckeen	52.07790	-9.77084
Ardacluggin	51.67999	-9.99582
Ardacong	53.54011	-8.85428
Ardacrow	51.66420	-8.71585
Ardadam	52.23775	-8.58866
Ardagannive	51.66006	-9.80502
Ardaganny	54.91878	-7.73669
Ardagawna	53.41250	-8.01385
Ardagh	51.50504	-9.40933
Ardagh	55.28640	-7.40136
Ardagh	53.65763	-8.48323
Ardagh	53.46939	-10.00946
Ardagh	52.44765	-9.73603
Ardagh	54.01103	-7.82175
Ardagh	52.49496	-9.06993
Ardagh	52.49412	-9.06372
Ardagh	53.73442	-6.46413
Ardagh	54.09740	-9.23087
Ardagh	53.88998	-9.61280
Ardagh	53.89970	-6.73610
Ardagh	53.87812	-8.33503
Ardagh	54.11887	-8.36667
Ardagh Demesne	53.67058	-7.69464
Ardagh East	51.58749	-9.04321
Ardagh North	51.50578	-9.32469
Ardagh South	51.49713	-9.32988
Ardagh West	51.58149	-9.04129
Ardaghy	54.08474	-6.29106
Ardaghy	54.21548	-6.90621
Ardaghy Glebe	54.65748	-8.29216
Ardaghy Kill	54.22216	-6.99021
Ardagilla	51.50700	-9.26888
Ardagullion	53.73312	-7.53736
Ardahee	54.92968	-7.79902
Ardahill	51.58521	-9.71350
Ardakillin	53.76118	-8.18581
Ardakip Beg	54.22382	-8.30361
Ardakip More	54.21928	-8.30993
Ardaloo	52.71548	-7.30734
Ardamadane	51.94842	-8.56812
Ardamagh	54.06246	-7.29037
Ardamore	52.13462	-10.16880
Ardamullivan	53.00878	-8.82952
Ardan	54.06002	-7.45158
Ardan	53.29848	-7.49620
Ardan	53.35527	-7.44351
Ardanaffrin	53.91835	-8.02959
Ardanairy	52.86263	-6.07476
Ardane	53.16692	-8.32009
Ardane	52.39804	-8.08227
Ardaneanig	52.05421	-9.43935
Ardaneer	52.60266	-9.08772
Ardaneneen	51.84574	-8.95996
Ardanenig	51.60364	-9.66938
Ardanew	53.48262	-6.87991
Ardanragh	53.61089	-7.62674
Ardanreagh	52.50101	-8.54611
Ardaprior	52.22965	-8.77705
Ardara	54.76761	-8.41049
Ardara	54.76714	-8.40929
Ardaragh East	51.64066	-9.79707
Ardaragh West	51.63355	-9.80482
Ardaravan	55.13344	-7.44914
Ardarawer	54.96898	-7.70059
Ardardagh	53.96136	-7.19551
Ardarostig	51.86880	-8.53260
Ardarou	52.06504	-8.41995
Ardarragh	53.99105	-7.51985
Ardarrig	51.87051	-8.43576
Ardass	53.76980	-8.44558
Ardataggle	52.75475	-8.53848
Ardatedaun	52.20024	-9.69150
Ardateggle	52.83466	-7.04909
Ardatowel	54.69948	-8.01990
Ardattin	52.75780	-6.70953
Ardattin	52.75503	-6.70616
Ardaturr	54.99035	-7.94515
Ardaturrish Beg	51.73091	-9.50244
Ardaturrish More	51.72586	-9.49184
Ardaturr Mountain	54.98609	-7.98080
Ardaun	53.28484	-8.96224
Ardaun East	53.52743	-9.34318
Ardaun West	53.52930	-9.35411
Ardavagga	53.00175	-7.92917
Ardavullane	52.43656	-8.23040
Ardawarry	53.47733	-8.76631
Ardballan	53.84803	-6.31718
Ardballymore	53.36809	-7.54713
Ardbane	55.21404	-7.85616
Ardbane	52.41399	-7.47728
Ardbash	53.32495	-7.09960
Ardbaun	52.69707	-7.83139
Ardbear	53.48221	-10.02905
Ardbearn	52.77363	-6.81311
Ardbearn And Torman	52.76029	-6.79637
Ardbeg	52.24807	-10.06997
Ardbeg	52.33152	-7.08638
Ardberreen	53.22780	-8.34518
Ardboghil	53.67131	-7.63299
Ardbohil	52.50294	-8.97803
Ardboley North	53.79506	-9.12452
Ardboley South	53.78743	-9.12448
Ardbolies	53.81298	-6.30739
Ardbooly Lower	52.89803	-8.77469
Ardbooly Upper	52.90096	-8.78088
Ardborra	53.47286	-7.73502
Ardboy	52.66130	-7.30145
Ardbraccan	53.65394	-6.75648
Ardbrack	51.70637	-8.50706
Ardbrackan	53.54254	-6.71852
Ardbrennan	53.49276	-7.58864
Ardbuckan	53.46686	-7.73257
Ardcahan	51.75772	-9.08567
Ardcalf	53.74274	-6.57952
Ardcanaght	52.16471	-9.73603
Ardcandrisk	52.35245	-6.54635
Ardcarn	53.96492	-8.20614
Ardcarn	53.30642	-8.18276
Ardcarney	52.89504	-8.99192
Ardcath	53.60913	-6.39165
Ardcavan	52.35775	-6.44515
Ardchamoyle	53.94005	-8.14809
Ardchicken	54.64310	-8.11568
Ardclogh	53.29045	-6.57645
Ardclone	52.34023	-7.33032
Ardcloon	53.61938	-8.82337
Ardcloon	53.92081	-9.11568
Ardcloony	52.77025	-8.47750
Ardcloyne	51.71711	-8.57257
Ardcolagh	53.90068	-8.29020
Ardcollum	54.08824	-8.09937
Ardcolm	52.37418	-6.43772
Ardcolman	53.44952	-8.21639
Ardcolum	54.04161	-8.06418
Ardconnell	52.34678	-9.78436
Ardconnell	54.07754	-8.55463
Ardconra	53.95754	-8.18497
Ardcoohig	51.60313	-8.72040
Ardcorcoran	53.94338	-8.30204
Ardcorky	53.76936	-9.14745
Ardcost	51.90151	-10.26961
Ardcotten	54.18330	-8.50789
Ardcree	54.15460	-8.55529
Ardcrone	52.18727	-9.54999
Ardcrony	52.93762	-8.16170
Ardcrony	52.93552	-8.15610
Ardcullen	52.46806	-9.65224
Ardcullen-Marshes	52.46305	-9.63854
Ardcumber	54.13858	-8.40628
Ardcurley	54.15968	-8.47433
Ardderroo	53.34217	-9.30081
Ardderrynagleragh	53.44668	-9.52824
Arddrine	52.44922	-9.01231
Ardea	51.69855	-9.02604
Ardea	51.80536	-9.76388
Ardeamush	53.03229	-9.32507
Ardeash	53.94630	-8.22391
Ard East	53.31989	-9.87233
Ardee	54.99700	-7.55801
Ardee	53.85162	-6.55420
Ardee	53.85762	-6.54001
Ardeelan Lower	54.54931	-8.20630
Ardeelan Upper	54.54595	-8.19803
Ardeen	51.93566	-9.08632
Ardeen	51.87124	-9.86318
Ardeenloun East	52.22451	-7.32298
Ardeenloun West	52.22078	-7.33275
Ardeevin	54.69311	-8.02519
Ardeevin	53.63977	-8.55664
Ardeevin	53.74940	-8.32568
Ardellis Lower	53.05441	-6.92001
Ardellis Upper	53.04753	-6.92111
Ardenagh Great	52.29570	-6.69116
Ardenagh Little	52.30301	-6.69797
Arderra	52.31662	-7.22720
Arderrawinny	51.52683	-9.62087
Arderrow	51.92212	-8.44405
Arderry	54.12255	-7.73479
Arderry	54.00528	-7.73961
Arderry	53.72519	-9.44118
Ardeskin	54.64853	-8.09853
Ardfarn	54.46816	-8.25701
Ardfert	52.32739	-9.76931
Ardfert	52.32695	-9.78073
Ardfert Oughter	52.31890	-9.79487
Ardfield	51.56697	-8.91024
Ardfinnan	52.31467	-7.88480
Ardfinnan	52.30925	-7.88422
Ardfintan	53.47501	-9.13702
Ardfrail	53.78306	-7.18314
Ardfry	53.23755	-8.97432
Ardgaineen	53.40937	-8.94272
Ardgallagher	53.86747	-8.03917
Ardgallin	53.94649	-8.37389
Ardgeeha	52.36127	-7.72475
Ardgeeha Lower	52.36817	-7.71187
Ardgeeha Upper	52.37042	-7.71116
Ardgehane	51.49705	-9.24633
Ardgehane	51.60319	-8.80528
Ardgillan Demesne	53.58781	-6.16041
Ardgillew	54.52671	-8.16006
Ardginny	54.40710	-7.03359
Ardgivna	54.24522	-8.78596
Ardglare	52.26683	-8.20789
Ardglass	52.31610	-8.75215
Ardglass	55.20554	-7.64498
Ardglass	53.93644	-8.18939
Ardglassan	53.71205	-7.03794
Ardglushin	54.06849	-7.23942
Ardgort	51.44549	-9.47722
Ardgoulbeg	52.54573	-8.97854
Ardgoul North	52.55785	-8.97248
Ardgoul South	52.55356	-8.96262
Ardgraigue	53.17923	-8.24755
Ardgreagh	53.58336	-6.77433
Ardgregane	52.88316	-8.27204
Ardgroom	51.73350	-9.89694
Ardgroom Inward	51.74232	-9.90966
Ardgroom Outward	51.73493	-9.86976
Ardhoom	53.93625	-9.04374
Ardillaun	53.51731	-9.31532
Ardillon	53.49685	-7.30710
Ardinawark	54.70763	-7.98540
Ardinode East	53.12370	-6.64268
Ardinode West	53.12010	-6.65230
Ardintenant	51.52226	-9.51553
Ardivaghan	53.52629	-7.38607
Ardkearagh	51.80030	-10.16702
Ardkeel	53.62359	-8.23116
Ardkeen	53.84336	-9.60002
Ardkeen	52.77309	-7.91947
Ardkeenagh	53.77851	-8.23788
Ardkeenan	53.38590	-8.05058
Ardkeeran	54.05545	-8.54313
Ardkeeran	54.12556	-8.40070
Ardkill	53.36216	-6.94479
Ardkill	53.60825	-9.11028
Ardkill	53.90929	-8.65889
Ardkill	54.24613	-8.82230
Ardkill Beg	53.92043	-7.32812
Ardkilleen	51.75769	-8.96870
Ardkill More	53.91870	-7.34009
Ardkilly	51.68163	-8.53217
Ardkilmartin	52.41130	-8.56269
Ardkirk	54.38009	-7.01327
Ardkirk	54.06648	-6.67059
Ardkitt East	51.72521	-8.91142
Ardkitt West	51.72681	-8.92472
Ardkyle	52.73168	-8.82566
Ardkyle	53.56821	-10.04455
Ardla	53.57530	-6.13667
Ardlaghas	52.07950	-9.72764
Ardlagheen Beg	53.69789	-8.31290
Ardlagheen More	53.70831	-8.30831
Ardlahan	52.64100	-8.81510
Ardlaman	52.54714	-8.99740
Ardlaman	52.50067	-8.24935
Ardlaraghan	53.81824	-6.48216
Ardlavagh	53.92730	-8.16418
Ardlea	52.98024	-7.38417
Ardleag	52.20678	-8.46416
Ardleckna	53.86927	-8.14990
Ardlee	53.90270	-8.96812
Ardlee	54.09132	-8.41567
Ardleebeg	54.17408	-8.40669
Ardlenagh	54.63339	-8.12180
Ardleny	53.86468	-7.37594
Ardline	54.07456	-8.22403
Ardloman	52.43732	-8.19718
Ardlona	53.94374	-8.40888
Ardlonan	53.78525	-6.81518
Ardlougher	53.92893	-7.36859
Ardlougher	54.06303	-7.57632
Ardlougher	54.06328	-7.57597
Ardlougher	54.20123	-8.04552
Ardlougher	54.74593	-8.39004
Ardlougher	54.11459	-8.10496
Ardlougher	53.87988	-8.11145
Ardloughill	54.47335	-8.17162
Ardlow	53.85825	-7.03714
Ardloy	54.09791	-8.40636
Ardmaclancy	52.77044	-8.79226
Ardmacroan	53.89044	-8.03716
Ardmaghbreague	53.83086	-6.83656
Ardmalin	55.36998	-7.37459
Ardmanagh	51.53832	-9.56338
Ardmartin	51.71636	-8.54793
Ardmayle	52.56940	-7.92253
Ardmayle East	52.56830	-7.91068
Ardmayle West	52.56709	-7.92995
Ardmeelode	52.14859	-9.67949
Ardmeen	54.97384	-8.26721
Ardmeenan	54.03834	-7.78197
Ardminnan	54.04201	-8.55146
Ardmone	53.98334	-7.07352
Ardmone East	53.98668	-7.06863
Ardmoneel	52.09667	-9.78314
Ardmoneen	54.11315	-7.83189
Ardmoneen	54.30495	-7.99141
Ardmone West	53.97842	-7.08750
Ardmoran	53.55251	-9.14678
Ardmore	52.93725	-9.23116
Ardmore	51.87077	-8.35858
Ardmore	51.64891	-8.78161
Ardmore	52.34205	-8.72345
Ardmore	55.07719	-7.27179
Ardmore	53.50290	-10.12513
Ardmore	53.31072	-9.77348
Ardmore	53.30686	-9.76937
Ardmore	51.80026	-9.99517
Ardmore	53.03152	-6.96469
Ardmore	52.42263	-8.38410
Ardmore	54.19558	-10.01404
Ardmore	53.79412	-9.54974
Ardmore	53.92004	-8.23999
Ardmore	51.95108	-7.72533
Ardmore	53.51477	-7.31695
Ardmore Point	54.18638	-10.01612
Ardmorney	53.38177	-7.44428
Ardmoyle	53.92381	-8.38529
Ardmoyle	53.94464	-8.38651
Ardmulchan	53.66928	-6.63219
Ardmulchan	53.66718	-6.63070
Ardmullan	53.48744	-8.07425
Ardnableask	54.69609	-8.01488
Ardnaboha	51.71286	-8.46110
Ardnabourkey	51.81838	-8.22990
Ardnaboy	52.86727	-6.49538
Ardnacally	53.69657	-9.14012
Ardnacassagh	53.72734	-7.78041
Ardnacloghy	51.73467	-9.42890
Ardnacloghy	51.82807	-8.40544
Ardnaclug	51.76266	-8.67990
Ardnacraa	52.95627	-9.43027
Ardnacrany North	53.52306	-7.75930
Ardnacrany South	53.50644	-7.75781
Ardnacrohy	52.42860	-9.03579
Ardnacross Island	53.29816	-9.88051
Ardnacrusha	52.70910	-8.61394
Ardnacrushy	51.92740	-9.00122
Ardnacullia North	52.93632	-9.29548
Ardnacullia South	52.92661	-9.30854
Ardnaditian	54.98502	-7.59698
Ardnadoman East	53.21217	-8.61111
Ardnadoman West	53.21075	-8.62273
Ardnagall	53.58600	-8.84666
Ardnagalliagh	54.58138	-8.14460
Ardnagannagh	54.78569	-7.67749
Ardnagappary	55.07162	-8.29429
Ardnagashel	51.72373	-9.47553
Ardnagassan	54.65125	-8.04436
Ardnagassane	52.58996	-8.18192
Ardnageeha	52.12151	-9.09804
Ardnageeha	53.52543	-9.32489
Ardnageehy	52.31964	-8.69225
Ardnageehy Beg	51.67976	-9.41967
Ardnageehy East	52.02478	-8.38221
Ardnageehy More	51.67651	-9.42811
Ardnageehy West	52.02221	-8.39743
Ardnagla	52.71764	-9.09886
Ardnaglass	54.55231	-7.83862
Ardnaglass	54.81350	-7.55733
Ardnaglass	54.12939	-8.53941
Ardnaglass Lower	54.38520	-8.50969
Ardnaglass Upper	54.37448	-8.48141
Ardnaglew	53.36168	-7.45908
Ardnaglug	53.36994	-8.15690
Ardnaglug	53.42247	-7.91118
Ardnagno	53.10822	-8.93050
Ardnagor	54.20519	-9.31577
Ardnagowna	53.84863	-8.16718
Ardnagragh	53.46626	-7.81236
Ardnagreevagh	53.60304	-10.02546
Ardnagrena	51.49378	-9.38097
Ardnagroghery	51.51984	-9.40395
Ardnagross	53.03253	-6.91887
Ardnagross	53.75267	-7.31854
Ardnahea	52.95762	-9.39009
Ardnahinch	51.85459	-8.01353
Ardnahow	52.16643	-7.25710
Ardnamanagh	51.71768	-9.48653
Ardnamoghill	54.96500	-7.41291
Ardnamoher	52.40256	-8.26010
Ardnamullagh	53.72639	-8.41497
Ardnamullan	53.44751	-7.06585
Ardnamweely	52.06755	-9.51588
Ardnanagh	53.62693	-8.20081
Ardnanean	52.49874	-8.97565
Ardnanure	53.40085	-8.05433
Ardnaponra	53.39366	-7.69944
Ardnapreaghaun	52.52034	-8.86986
Ardnaree	55.06150	-7.63423
Ardnaree	54.10439	-9.14162
Ardnasallem	54.31762	-6.99577
Ardnasillagh	53.41919	-9.26810
Ardnasodan	53.40860	-8.79039
Ardnasool	54.84759	-7.56113
Ardnaveagh	52.51853	-8.97640
Ardneeskan	54.13969	-8.43144
Ardnehue	52.83381	-6.83385
Ardnurcher	53.40175	-7.59296
Ardnurcher Glebe	53.38098	-7.57969
Ardobireen	52.49749	-8.02429
Ardocheasty	51.94366	-7.73416
Ardogeena	51.61261	-9.52658
Ardogelly	54.25020	-8.78029
Ardoghil	53.57481	-7.83317
Ardoginna	51.94363	-7.74808
Ardogommon	53.78874	-9.48191
Ardohill	52.43916	-8.32863
Ardoley	53.78107	-9.55326
Ardonan	54.05387	-7.45497
Ardoohy	54.14953	-7.44427
Ardoslough	53.59123	-8.55126
Ardough	52.80285	-7.06076
Ardoughan	54.12367	-9.17782
Ardoughter	52.46203	-9.70688
Ardour	53.57658	-9.01828
Ardowen	54.23503	-10.04594
Ardowen Common	54.23989	-10.03083
Ardoyne	52.78516	-6.69163
Ardpaddin	52.28780	-7.78405
Ardpatrick	52.33935	-8.53530
Ardpatrick	52.34145	-8.52536
Ardpatrick	53.94228	-6.52884
Ardpattan	54.53153	-8.16534
Ardra	53.95185	-7.53854
Ardra	52.05910	-8.17460
Ardra	51.53760	-9.13460
Ardra	52.81637	-7.19997
Ardra	53.20480	-7.10973
Ardra Beg	51.82190	-8.17371
Ardragh	54.00890	-6.85242
Ardragh	52.61892	-7.49946
Ardrah	51.82076	-8.84507
